PlayerId;League;Team
5073;0;9
4945;0;9
4488;0;9
4362;0;121
5658;0;118
3869;0;10
4608;0;119
4363;0;9
4742;0;119
4154;0;3
5414;0;3
4609;0;122
4155;0;120
3674;0;119
5242;0;9
5415;0;119
4490;0;123
4610;0;123
4743;0;5
4156;0;123
4491;0;118
5074;0;123
4157;0;119
5416;0;120
5075;0;0
5076;0;122
5077;0;3
5659;0;5
4744;0;123
4745;0;3
4492;0;120
5078;0;10
5243;0;118
5244;0;9
3873;0;0
5246;0;3
4746;0;5
5079;0;0
5417;0;3
4747;0;10
5418;0;9
4065;0;120
3136;0;123
4365;0;3
3963;0;10
4493;0;123
5247;0;9
5420;0;118
4066;0;122
4612;0;122
5421;0;118
4366;0;123
5080;0;120
4615;0;118
4749;0;5
4750;0;3
4069;0;0
4616;0;119
3876;0;122
3965;0;0
4367;0;10
4070;0;119
4158;0;10
4751;0;120
4752;0;118
4071;0;121
4368;0;120
4617;0;121
4369;0;8
4754;0;120
4618;0;120
4756;0;0
3967;0;123
5248;0;10
3968;0;8
4494;0;120
5425;0;121
4495;0;3
4072;0;3
5082;0;5
4948;0;118
4949;0;122
4619;0;9
4497;0;123
4758;0;3
5427;0;9
5428;0;118
4160;0;0
4950;0;9
4371;0;8
4759;0;120
4620;0;3
5666;0;5
3679;0;121
4621;0;121
4075;0;10
3433;0;8
3879;0;121
3970;0;5
3434;0;5
3139;0;10
4952;0;122
4622;0;118
5084;0;120
4501;0;119
5085;0;119
4502;0;121
4953;0;119
5433;0;5
4954;0;3
5434;0;5
5251;0;119
4760;0;8
4955;0;3
4077;0;121
4372;0;8
4956;0;119
5252;0;0
3439;0;10
3563;0;122
3328;0;0
3883;0;9
5086;0;122
5087;0;5
5253;0;118
4624;0;118
4957;0;10
4626;0;118
4627;0;119
4958;0;120
4959;0;118
4628;0;0
3885;0;10
5088;0;118
3972;0;0
5089;0;10
4373;0;5
4960;0;0
5090;0;8
4374;0;5
4961;0;118
4761;0;118
5437;0;3
4962;0;5
5438;0;119
5439;0;10
4376;0;9
5440;0;120
5668;0;10
5092;0;0
4377;0;3
5442;0;121
4378;0;9
5443;0;0
4379;0;5
3685;0;121
4380;0;0
5093;0;10
4964;0;8
5669;0;5
5256;0;118
5670;0;123
5444;0;8
4762;0;5
5257;0;9
5445;0;5
5094;0;9
3450;0;3
4381;0;10
5447;0;8
5448;0;123
5096;0;10
3452;0;120
3688;0;122
3455;0;10
3693;0;9
3337;0;0
3460;0;121
3695;0;9
3345;0;122
3696;0;123
4763;0;5
5097;0;122
5258;0;8
5673;0;120
5449;0;5
5450;0;121
5675;0;123
5451;0;3
5260;0;9
5676;0;9
5454;0;122
5100;0;123
5455;0;119
5262;0;3
5263;0;10
5678;0;122
5101;0;9
4765;0;8
5679;0;123
5102;0;0
5457;0;3
5458;0;120
4766;0;5
5264;0;121
5680;0;8
5265;0;0
5103;0;119
5104;0;120
5681;0;120
5682;0;120
4767;0;122
4768;0;3
5105;0;118
5106;0;10
5461;0;10
5464;0;119
5466;0;118
5266;0;120
4971;0;5
5684;0;118
4772;0;10
4972;0;122
5268;0;120
4773;0;5
5107;0;0
4223;0;0
4776;0;119
5468;0;119
5686;0;119
5471;0;121
5472;0;5
5473;0;0
5475;0;0
5477;0;118
5109;0;9
5478;0;123
5479;0;5
5269;0;10
5270;0;5
5687;0;3
5271;0;8
5272;0;120
5691;0;120
5273;0;8
5274;0;120
5693;0;120
5275;0;123
5276;0;8
5694;0;122
5278;0;118
5115;0;119
5116;0;0
5280;0;10
5117;0;122
5281;0;118
5282;0;10
5695;0;9
5698;0;121
5700;0;0
5119;0;9
5284;0;122
5701;0;8
5286;0;5
5702;0;120
5287;0;118
5288;0;8
5289;0;9
5703;0;118
5704;0;119
5705;0;5
5290;0;121
5706;0;120
5291;0;121
5292;0;122
5293;0;119
2831;0;10
5710;0;8
2959;0;3
2961;0;9
3053;0;10
5714;0;120
5715;0;118
5504;0;121
5296;0;8
5718;0;123
5297;0;5
5720;0;5
5721;0;5
5723;0;118
5726;0;119
5509;0;5
5727;0;118
4427;0;123
4557;0;5
4567;0;123
4690;0;0
4715;0;122
4817;0;122
4819;0;9
4823;0;121
4840;0;118
4844;0;3
5027;0;118
5034;0;9
5040;0;122
5041;0;5
5192;0;122
5196;0;123
5201;0;118
5207;0;120
5208;0;119
5209;0;119
5214;0;120
5216;0;3
5222;0;9
5301;0;8
5303;0;123
5304;0;123
5306;0;119
5366;0;3
5369;0;119
5385;0;119
5395;0;122
5512;0;119
5568;0;121
5576;0;119
5728;0;118
5729;0;120
5733;0;119
5736;0;3
5737;0;5
5766;0;121
5778;0;122
5779;0;119
5812;0;8
5816;0;119
5821;0;118
5832;0;9
5843;0;119
