PlayerId;TeamId;FranchiseId;First Name;Last Name;Nick Name;Height;Weight;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired;Hand;Rookie
54;10;10;Victor;Hedman;;78;230;1961-12-18;Örnsköldsvik;VäS;Sweden;;;0;Left;0
55;216;10;Timo;Helbling;;75;220;1958-7-21;Basel;BS;Switzerland;;;0;Right;0
-1;184;184;Akseli;Nylund;;73;225;1966-1-5;Espoo;UUS;Finland;;;0;Right;1
57;303;303;Jeff;Hoggan;;73;194;1961-2-1;Hope;BC;Canada;;;0;Left;0
58;25;25;Nick;Holden;;76;214;1962-5-15;St. Albert;AB;Canada;;;0;Left;0
59;186;186;Ben;Holmstrom;;73;203;1953-4-9;Colorado Springs;CO;The United States;;;0;Right;0
60;233;17;Korbinian;Holzer;;75;218;1958-2-16;Munich;BAV;Germany;;;0;Right;0
61;279;279;Patric;Hornqvist;;72;190;1961-1-1;Stockholm;STO;Sweden;;;0;Right;0
62;16;16;Jiri;Hudler;;70;190;1956-1-4;Olomouc;OLO;Czech Republic;;;0;Left;0
63;296;296;Cristobal;Huet;;72;205;1953-9-3;Saint-Martin-dHères;RHô;France;Switzerland;;0;Left;0
64;186;186;Trent;Hunter;;75;218;1948-7-5;Red Deer;AB;Canada;;;0;Right;0
65;304;304;Brayden;Irwin;;77;216;1958-3-24;Toronto;ON;Canada;;;0;Right;0
-1;161;161;Kevin;Vonlanthen;;74;194;1965-4-11;Langnau;BE;Switzerland;;;0;Left;0
67;302;302;Marko;Jantunen;;70;185;1957-2-14;Lahti;PAH;Finland;;;0;Left;0
68;224;224;Dustin;Jeffrey;;73;205;1956-2-27;Sarnia;ON;Canada;;;0;Left;0
69;289;289;Aaron;Johnson;;74;211;1955-4-30;Port Hawkesbury;NS;Canada;;;0;Left;0
70;233;17;Erik;Johnson;;76;232;1954-3-21;Bloomington;MN;The United States;;;0;Right;0
71;5;5;Jussi;Jokinen;;71;198;1954-4-1;Kalajoki;NOS;Finland;;;0;Left;0
72;25;25;Nazem;Kadri;;72;192;1962-10-6;London;ON;Canada;Lebanon;;0;Left;0
73;158;158;Petr;Kanko;;71;196;1955-2-7;Pribram;STR;Czech Republic;;;0;Left;0
74;157;157;Anton;Klementiev;;73;207;1961-3-25;Togliatti;SAM;Russia;;;0;Right;0
75;22;22;Rob;Klinkhammer;;75;216;1954-8-12;Lethbridge;AB;Canada;;;0;Left;0
76;278;278;Tomás;Kloucek;;76;245;1958-3-7;Prague;PRA;Czech Republic;;;0;Left;0
77;224;22;Chuck;Kobasew;;72;198;1954-4-17;Vancouver;BC;Canada;;;0;Right;0
78;237;3;Konstantin;Koltsov;;72;223;1961-4-17;Minsk;MIN;Belarus;Russia;;0;Left;0
79;15;15;Maxim;Kondratyev;;73;202;1957-1-20;Togliatti;SAM;Russia;;;0;Left;0
80;305;305;Tomáš;Kopecký;;75;209;1954-2-5;Ilava;TRE;Slovakia;;;0;Left;0
81;286;286;Alexander;Korolyuk;;69;190;1954-1-15;Moscow;MOS;Russia;;;0;Left;0
82;12;12;Lauri;Korpikoski;;73;195;1953-7-28;Turku;SOU;Finland;;;0;Left;0
83;280;280;Niklas;Kronwall;;72;194;1954-1-12;Stockholm;STO;Sweden;;;0;Left;0
-1;171;171;Wimor;Bach;;72;194;1966-9-15;Pabianice;LOD;Poland;;;0;Left;0
85;298;298;Tomas;Kurka;;72;218;1960-12-14;Most;UST;Czech Republic;;;0;Left;0
86;286;286;Teemu;Laakso;;73;214;1953-8-27;Tuusula;UUS;Finland;;;0;Right;0
87;224;224;Andrew;Ladd;;75;205;1953-12-12;Maple Ridge;BC;Canada;;;0;Left;0
88;12;12;Maxim;Lapierre;;74;207;1961-3-29;Montreal;QC;Canada;;;0;Right;0
89;26;26;Nick;Leddy;;72;205;1960-3-20;Eden Prairie;MN;The United States;;;0;Left;0
90;293;293;Pierre-Luc;Letourneau-Leblond;;74;210;1959-6-4;Lévis;QC;Canada;;;0;Left;0
91;24;24;Trevor;Lewis;;73;204;1957-1-8;Salt Lake City;UT;The United States;;;0;Right;0
92;186;186;David;Ling;;70;204;1955-1-9;Enfield;NS;Canada;;;0;Right;0
93;233;17;Enver;Lisin;;73;202;1958-4-22;Moscow;MOS;Russia;;;0;Left;0
94;14;14;Joffrey;Lupul;;73;212;1957-9-23;Fort Saskatchewan;AB;Canada;;;0;Right;0
95;214;24;Spencer;Machacek;;73;203;1961-10-14;Lethbridge;AB;Canada;;;0;Right;0
96;3;3;Brad;Marchand;;69;183;1957-5-11;Halifax;NS;Canada;;;0;Left;0
97;20;20;Paul;Martin;;73;201;1962-3-5;Elk River;MN;The United States;;;0;Left;0
98;236;236;Colin;McDonald;;74;219;1961-9-30;Hartford;CT;The United States;;;0;Right;0
99;5;5;Brian;McGrattan;;76;236;1961-9-2;Hamilton;ON;Canada;;;0;Right;0
100;288;288;Mike;McKenna;;75;190;1959-4-11;St. Louis;MO;The United States;;;0;Left;0
101;226;0;Mike;Moore;;73;210;1953-12-12;Calgary;AB;Canada;;;0;Left;0
102;299;299;Travis;Morin;;74;201;1959-1-9;Minneapolis;MN;The United States;;;0;Left;0
103;5;5;Matt;Moulson;;73;203;1957-11-1;Toronto;ON;Canada;;;0;Left;0
104;23;23;Ladislav;Nagy;;71;192;1961-6-1;Kosice;KOS;Slovakia;;;0;Left;0
105;280;280;Rick;Nash;;76;220;1954-6-16;Brampton;ON;Canada;;;0;Left;0
106;186;186;James;Neal;;75;212;1953-9-3;Whitby;ON;Canada;;;0;Left;0
107;286;286;Václav;Nedorost;;73;190;1954-3-16;Ceské Budejovice;JIH;Czech Republic;;;0;Left;0
108;19;19;Filip;Novák;;73;225;1960-5-7;Ceské Budejovice;JIH;Czech Republic;;;0;Left;0
109;22;22;Jirí;Novotný;;76;203;1960-8-12;Pelhrimov;VYS;Czech Republic;;;0;Right;0
110;19;19;Linus;Omark;;70;181;1961-2-5;Övertorneå;NOR;Sweden;;;0;Left;0
111;299;299;Ben;Ondrus;;72;207;1962-6-25;Sherwood Park;AB;Canada;;;0;Right;0
112;224;224;Colton;Orr;;75;223;1954-3-3;Virden;MB;Canada;;;0;Right;0
113;155;155;Magnus;Pääjärvi;;75;208;1948-4-12;Norrköping;ÖST;Sweden;;;0;Left;0
114;280;280;P.A.;Parenteau;;72;205;1961-3-24;Gatineau;QC;Canada;;;0;Right;1
115;186;186;Scott;Parse;;72;197;1955-9-5;Kalamazoo;MI;The United States;;;0;Right;0
116;186;186;Matt;Pettinger;;73;210;1954-10-22;Edmonton;AB;Canada;;;0;Left;0
117;186;186;Alexandre;Picard;;74;207;1948-10-9;Quebec City;QC;Canada;;;0;Left;0
-1;236;15;Kalevi;Hattunen;;73;200;1967-12-9;Jyväskylä;FIN;Finland;;;0;Left;1
119;14;14;Alex;Pietrangelo;;75;214;1954-1-18;King City;ON;Canada;;;0;Right;0
120;278;278;Darroll;Powe;;71;212;1962-6-22;Saskatoon;SK;Canada;;;0;Left;0
121;279;279;Chris;Pronger;;78;220;1953-10-10;Dryden;ON;Canada;;;0;Left;0
122;158;158;Petr;Prucha;;72;175;1954-9-14;Chrudim;PAR;Czech Republic;;;0;Right;0
123;189;189;Konstantin;Pushkarev;;72;185;1950-2-12;Ust-Kamenogorsk;SIG;Kazakhstan;Russia;;0;Left;0
124;223;9;Kyle;Quincey;;74;209;1956-8-12;Kitchener;ON;Canada;;;0;Left;0
125;186;186;Mason;Raymond;;73;185;1948-9-17;Cochrane;AB;Canada;;;0;Left;0
126;279;279;Brandon;Reid;;69;185;1961-3-9;Kirkland;QC;Canada;;;0;Right;1
127;186;186;Danny;Richmond;;73;192;1957-8-1;Chicago;IL;The United States;;;0;Left;0
128;19;19;Travis;Roche;;73;200;1962-6-17;Grande Cache;AB;Canada;;;0;Right;0
129;5;5;Jay;Rosehill;;75;216;1961-7-16;Olds;AB;Canada;;;0;Left;0
130;186;186;Kyle;Rossiter;;75;225;1960-6-9;Edmonton;AB;Canada;;;0;Left;0
131;12;12;Bobby;Ryan;;74;213;1954-3-17;Cherry Hill;NJ;The United States;;;0;Right;0
132;158;158;Alexander;Salák;;75;194;1951-1-5;Strakonice;JIH;Czech Republic;;;0;Left;0
133;304;304;Oleg;Saprykin;;74;207;1958-2-12;Moscow;MOS;Russia;;;0;Left;0
134;282;282;Nolan;Schaefer;;74;216;1962-1-15;Regina;SK;Canada;Switzerland;;0;Right;0
135;226;0;Petr;Schastlivy;;72;209;1954-4-18;Vikhorevka;IRK;Russia;;;0;Left;0
136;16;16;Rob;Schremp;;71;201;1960-7-1;Syracuse;NY;The United States;;;0;Left;0
137;12;12;Nick;Schultz;;73;209;1955-8-25;Rosthern;SK;Canada;;;0;Left;0
138;302;302;Ryan;Shannon;;69;176;1954-3-2;Darien;CT;The United States;;;0;Right;0
139;158;158;Pavel;Skrbek;;75;234;1954-8-9;Kladno;STR;Czech Republic;;;0;Left;0
140;159;159;Radovan;Somík;;75;198;1959-5-5;Martin;ZIL;Slovakia;;;0;Right;0
141;14;14;Jason;Spezza;;75;220;1954-6-13;Toronto;ON;Canada;;;0;Right;0
142;23;23;Jared;Spurgeon;;69;185;1958-11-29;Edmonton;AB;Canada;;;0;Right;0
143;24;24;Jordan;Staal;;76;220;1953-9-10;Thunder Bay;ON;Canada;;;0;Left;0
144;288;288;Marc;Staal;;76;209;1954-1-13;Thunder Bay;ON;Canada;;;0;Left;0
145;280;280;Alex;Stalock;;72;190;1956-7-28;South St. Paul;MN;The United States;;;0;Left;0
146;159;159;Yan;Stastny;;71;192;1960-9-30;Quebec City;QC;The United States;Canada;Slovakia;0;Left;0
147;186;186;Bruno;St. Jacques;;74;216;1948-8-22;Montreal;QC;Canada;;;0;Left;0
148;16;16;Zack;Stortini;;75;228;1958-9-11;Elliot Lake;ON;Canada;;;0;Right;0
149;3;3;Jozef;Stümpel;;75;222;1956-7-20;Nitra;NIT;Slovakia;;;0;Right;0
150;157;157;Alexander;Suglobov;;73;200;1947-1-15;Elektrostal;MOS;Russia;;;0;Left;0
151;159;159;Tomás;Surový;;73;216;1950-9-24;Banska Bystrica;BAN;Slovakia;;;0;Left;0
152;158;158;Jaroslav;Svoboda;;74;209;1954-6-1;Cervenka;OLO;Czech Republic;;;0;Left;0
-1;-1;-1;Gerik;Maslowski;;73;198;1968-11-24;Bystrzyca Klodzka;DOL;Poland;;;0;Left;0
154;155;155;Mattias;Tedenby;;70;175;1954-2-21;Vetlanda;JöN;Sweden;;;0;Left;0
155;295;295;Mikael;Tellqvist;;72;190;1953-9-19;Sundbyberg;STO;Sweden;;;0;Left;0
156;3;3;Chris;Thorburn;;75;236;1962-6-3;Sault Ste. Marie;ON;Canada;;;0;Right;0
157;8;8;Patrick;Thoresen;;72;201;1953-11-7;Oslo;AKE;Norway;;;0;Left;0
-1;-1;-1;Romuald;Wala;;74;191;1968-9-2;Gryfice;ZAC;Poland;;;0;Right;0
159;284;284;Dustin;Tokarski;;72;198;1956-9-16;Humboldt;SK;Canada;;;0;Left;0
160;168;168;Ole-Kristian;Tollefsen;;74;211;1960-3-29;Oslo;AKE;Norway;;;0;Left;0
161;285;285;Scottie;Upshall;;72;201;1958-10-7;Fort McMurray;AB;Canada;;;0;Left;0
162;159;159;Lubomír;Vaic;;70;176;1950-3-6;Spisska Nova Ves;PRE;Slovakia;;;0;Left;0
163;162;162;Thomas;Vanek;;74;218;1954-1-19;Vienna;WIE;Austria;Czech Republic;;0;Right;0
164;223;9;Stephane;Veilleux;;73;201;1953-11-16;Beauceville;QC;Canada;;;0;Left;0
165;186;186;Joe;Vitale;;71;205;1946-8-20;St. Louis;MO;The United States;;;0;Right;0
166;155;155;Rickard;Wallin;;75;194;1954-4-19;Stockholm;STO;Sweden;;;0;Left;0
-1;-1;-1;Feliks;Klimiuk;;72;185;1968-3-7;Lubaczzw;POD;Poland;;;0;Left;0
168;287;287;Casey;Wellman;;72;179;1954-10-18;Brentwood;CA;The United States;;;0;Right;0
169;295;295;Kevin;Westgarth;;77;247;1954-2-7;Amherstburg;ON;Canada;Ireland;;0;Right;0
170;9;9;Wojtek;Wolski;;75;220;1958-2-24;Zabrze;SLA;Canada;Poland;;0;Left;0
171;3;3;Marek;Zidlicky;;71;190;1954-2-3;Most;UST;Czech Republic;;;0;Right;0
-1;156;156;Pekka;Gustafsson;;65;166;1964-6-20;Ikaalinen;PIR;Finland;;;0;Left;0
173;12;12;Cody;Eakin;;72;196;1954-5-24;Winnipeg;MB;Canada;;;0;Left;0
174;301;301;Keith;Kinkaid;;75;194;1954-7-4;Farmingville;NY;The United States;;;0;Left;0
175;25;25;Anton;Lander;;73;194;1962-4-24;Sundsvall;VäS;Sweden;;;0;Left;0
-1;-1;-1;Piotr;Stachurski;;72;223;1968-5-1;Gostyn;WIE;Poland;;;0;Right;0
177;305;305;David;Rundblad;;74;187;1953-10-8;Lycksele;VäS;Sweden;;;0;Right;0
178;186;186;Ryan;Thang;;72;194;1954-5-11;East Grand Forks;MN;The United States;;;0;Right;0
179;22;22;Jason;Akeson;;70;185;1960-6-3;Ottawa;ON;Canada;;;0;Right;0
180;19;19;Joakim;Andersson;;74;211;1959-2-5;Munkedal;VäS;Sweden;;;0;Left;0
181;18;18;Tyson;Barrie;;71;196;1953-7-26;Victoria;BC;Canada;;;0;Right;0
182;280;280;Mark;Borowiecki;;74;205;1959-7-12;Ottawa;ON;Canada;;;0;Left;0
183;284;284;Chris;Breen;;79;227;1957-6-29;Uxbridge;ON;Canada;;;0;Left;0
184;304;304;Julien;Brouillette;;71;185;1953-12-5;Saint-Esprit;QC;Canada;;;0;Left;0
185;11;11;Carter;Camper;;69;176;1962-7-6;Rocky River;OH;The United States;;;0;Right;0
-1;-1;-1;Pietrek;Szczerba;;69;177;1968-7-8;Katowice;SLA;Poland;;;0;Left;0
187;298;298;Nicolas;Deslauriers;;73;220;1954-2-22;Montreal;QC;Canada;;;0;Left;0
188;299;299;Brenden;Dillon;;76;225;1953-11-13;Surrey;BC;Canada;;;0;Left;0
189;186;186;Taylor;Doherty;;80;236;1957-3-2;Cambridge;ON;Canada;;;0;Right;0
190;186;186;Gabriel;Dumont;;70;181;1946-10-6;Dégelis;QC;Canada;;;0;Right;0
191;18;18;Marcus;Foligno;;75;227;1953-8-10;Buffalo;NY;Canada;The United States;;0;Left;0
192;186;186;Jeff;Frazee;;73;195;1956-5-13;Edina;MN;The United States;;;0;Left;0
193;19;19;Eric;Gryba;;76;223;1959-4-18;Saskatoon;SK;Canada;;;0;Right;0
194;292;292;Thomas;Hickey;;72;190;1954-2-8;Calgary;AB;Canada;;;0;Left;0
195;186;186;Brandon;Kozun;;68;171;1948-3-8;Los Altos;CA;Canada;The United States;;0;Right;0
-1;171;171;Telek;Wegiera;;66;161;1966-9-18;Poznan;WIE;Poland;;;0;Right;0
197;186;186;Brian;Lashoff;;75;216;1946-7-16;Albany;NY;The United States;;;0;Left;0
198;186;186;Peter;LeBlanc;;71;207;1951-2-3;Hamilton;ON;Canada;;;0;Left;0
199;286;286;Logan;MacMillan;;73;188;1957-7-5;Charlottetown;PE;Canada;The United States;;0;Left;0
200;186;186;Kevin;Marshall;;73;207;1954-3-10;Longueuil;QC;Canada;;;0;Left;0
201;186;186;Tye;McGinn;;75;218;1952-7-29;Fergus;ON;Canada;;;0;Left;0
202;186;186;Philip;McRae;;74;209;1953-3-15;Minneapolis;MN;The United States;Canada;;0;Left;0
203;285;285;David;Meckler;;72;183;1962-7-9;Highland Park;IL;The United States;;;0;Right;0
204;20;20;Jordan;Nolan;;75;227;1957-6-23;St. Catharines;ON;Canada;The United States;;0;Left;0
205;303;303;Anthony;Peluso;;76;236;1954-4-18;Toronto;ON;Canada;;;0;Right;0
206;186;186;Nick;Petrecki;;75;230;1953-7-11;Schenectady;NY;The United States;;;0;Left;0
207;293;293;Tyler;Pitlick;;74;203;1954-11-1;Minneapolis;MN;The United States;;;0;Right;0
208;236;236;Antoine;Roussel;;72;200;1953-11-21;Roubaix;NOR;France;Canada;;0;Left;0
209;176;176;Kevin;Henderson;;75;209;1947-12-3;Toronto;ON;Canada;;;0;Left;0
210;186;186;Justin;Shugg;;71;185;1954-12-24;Niagara Falls;ON;Canada;;;0;Right;0
-1;161;161;Robin;Hostettler;;70;175;1967-10-25;Bern;BE;Switzerland;;;0;Left;1
212;186;186;Jeremy;Smith;;73;185;1947-4-13;Dearborn;MI;China;The United States;;0;Left;0
213;186;186;Bill;Sweatt;;73;204;1953-9-21;Elburn;IL;The United States;;;0;Left;0
214;186;186;Mark;Van Guilder;;74;201;1954-1-17;St. Paul;MN;The United States;;;0;Right;0
215;16;16;Philipp;Grubauer;;73;187;1953-11-25;Rosenheim;BAV;Germany;;;0;Left;0
216;159;159;Milan;Kytnár;;72;183;1949-5-19;Topolcany;TRE;Slovakia;;;0;Left;0
217;186;186;Steve;Oleksy;;73;195;1954-2-4;Detroit;MI;The United States;;;0;Right;0
218;186;186;Greg;Stewart;;74;196;1950-5-21;Waterloo;ON;Canada;;;0;Left;0
219;295;295;Brandon;Alderson;;76;202;1954-1-22;Oakville;ON;Canada;;;0;Right;0
220;303;303;Andy;Andreoff;;73;207;1954-5-17;Pickering;ON;Canada;;;0;Left;0
221;14;14;Jordan;Binnington;;74;172;1953-7-11;Richmond Hill;ON;Canada;;;0;Left;0
222;224;22;Reid;Boucher;;71;192;1957-9-8;Grand Ledge;MI;The United States;;;0;Left;0
223;16;16;Jack;Campbell;;75;207;1958-1-9;Port Huron;MI;The United States;;;0;Left;0
224;22;22;Sam;Carrick;;72;207;1960-2-4;Markham;ON;Canada;;;0;Right;0
225;284;284;Nick;Cousins;;71;192;1953-7-20;Belleville;ON;Canada;;;0;Left;0
226;11;11;Aaron;Ekblad;;76;216;1962-2-7;Windsor;ON;Canada;;;0;Right;0
227;287;287;Matt;Finn;;72;205;1956-2-24;Toronto;ON;Canada;;;0;Left;0
228;218;14;Alex;Friesen;;70;186;1959-1-30;St. Catharines;ON;Canada;;;0;Left;0
229;279;279;John;Gibson;;75;216;1956-7-14;Pittsburgh;PA;The United States;;;0;Left;0
230;20;20;Slater;Koekkoek;;74;194;1960-2-18;Ottawa;ON;Canada;;;0;Left;0
231;282;282;Tom;Kühnhackl;;74;196;1954-1-21;Landshut;BAV;Germany;;;0;Left;0
232;280;280;Lucas;Lessio;;73;212;1959-1-23;Vaughan;ON;Canada;;;0;Left;0
233;226;0;Brock;McGinn;;72;187;1956-2-2;Fergus;ON;Canada;;;0;Left;0
234;5;5;Colin;Miller;;73;201;1953-10-29;Sault Ste. Marie;ON;Canada;;;0;Right;0
235;23;23;Petr;Mrázek;;74;187;1956-2-14;Ostrava;MOR;Czech Republic;;;0;Left;0
236;19;19;Adam;Payerl;;75;216;1962-3-4;Kitchener;ON;Canada;;;0;Right;0
237;157;157;Andrey;Pedan;;77;238;1946-7-3;Kaunas;KAU;Russia;Lithuania;;0;Left;0
238;186;186;Matt;Puempel;;73;205;1955-1-24;Essex;ON;Canada;;;0;Left;0
-1;156;156;Ville;Sirola;;72;200;1964-7-9;Kaarina;SOU;Finland;;;0;Left;0
-1;-1;-1;Walerian;Lis;;71;204;1968-1-11;Nowy Sacz;MAL;Poland;;;0;Left;0
241;223;9;Ryan;Spooner;;72;198;1958-1-30;Ottawa;ON;Canada;;;0;Left;0
-1;171;171;Przemyslaw;Sochacki;;74;213;1966-10-19;Lodz;LOD;Poland;;;0;Left;0
243;20;20;Tyler;Toffoli;;73;196;1954-4-24;Toronto;ON;Canada;;;0;Right;0
244;21;21;Vincent;Trocheck;;71;190;1956-7-11;Pittsburgh;PA;The United States;;;0;Right;0
245;290;290;Eric;Comrie;;73;183;1953-7-6;Newport Beach;CA;Canada;The United States;;0;Left;0
246;186;186;Brandon;Davidson;;74;214;1949-8-21;Taber;AB;Canada;;;0;Left;0
-1;154;154;Frank;Zimmermann;;70;170;1967-6-28;Duisburg;NOR;Germany;;;0;Left;1
248;224;22;Chris;Driedger;;76;207;1955-5-18;Winnipeg;MB;Canada;;;0;Left;0
249;186;186;Emerson;Etem;;73;212;1952-6-16;Long Beach;CA;The United States;;;0;Left;0
-1;-1;-1;Przybyslaw;Augustyniak;;73;183;1968-6-2;Skawina;MAL;Poland;;;0;Left;0
251;186;186;Jackson;Houck;;73;195;1954-2-27;North Vancouver;BC;Canada;;;0;Right;0
252;16;16;Tristan;Jarry;;74;194;1961-4-29;Delta;BC;Canada;;;0;Left;0
253;216;10;Andrey;Makarov;;74;194;1959-4-20;Kazan;TAT;Russia;;;0;Left;0
254;186;186;Mark;McNeill;;74;214;1952-2-22;Edmonton;AB;Canada;;;0;Right;0
-1;-1;-1;Magnar;Koprowski;;74;217;1968-3-3;Siemianowice Slaskie;SLA;Poland;;;0;Right;0
256;155;155;Victor;Rask;;74;201;1949-3-1;Leksand;DAL;Sweden;;;0;Left;0
257;3;3;Morgan;Rielly;;73;225;1957-3-9;Vancouver;BC;Canada;;;0;Left;0
258;186;186;Colton;Sissons;;73;201;1953-11-5;North Vancouver;BC;Canada;;;0;Right;0
259;304;304;Mackenzie;Skapski;;75;192;1954-6-15;Abbotsford;BC;Canada;;;0;Right;0
260;159;159;Marek;Tvrdon;;74;217;1955-1-31;Nitra;NIT;Slovakia;;;0;Left;0
261;278;278;Antoine;Bibeau;;75;216;1960-5-1;Victoriaville;QC;Canada;;;0;Left;0
262;236;25;Martin;Frk;;73;209;1960-10-5;Pelhrimov;VYS;Czech Republic;;;0;Left;0
263;159;159;Tomas;Jurco;;74;194;1948-12-28;Kosice;KOS;Slovakia;;;0;Left;0
264;18;18;Nathan;MacKinnon;;72;195;1953-9-1;Halifax;NS;Canada;;;0;Right;0
265;289;289;Liam;O'Brien;;73;214;1957-7-29;Halifax;NS;Canada;;;0;Left;0
266;302;302;Logan;Shaw;;76;207;1953-10-5;Glace Bay;NS;Canada;;;0;Right;0
267;24;24;Kenny;Agostino;;73;205;1960-4-30;Morristown;NJ;The United States;;;0;Left;0
268;299;299;Danny;Biega;;72;205;1958-9-29;Montreal;QC;Canada;;;0;Right;0
